1 1.98 0.0 1.17
1 1.0 1.75 1.89
1 2.05 3.11 0.0
1 1.4 0.99 1.87
1 3.14 7.09 6.12
1 4.24 4.93 4.12
1 3.44 0.37 0.0
1 0.39 6.02 2.91
1 0.0 0.0 0.0
1 4.31 3.9 3.24
1 -1.0 -1.0 -1.0
1 0.24 0.52 0.55
1 1.63 1.32 0.77
1 8.96 3.82 3.86
1 3.35 3.67 4.58
1 5.42 4.78 4.17
1 9.16 3.64 3.15
1 0.13 0.0 1.77
1 1.83 2.35 3.04
1 5.84 2.78 2.18
1 0.42 0.0 0.01
1 0.72 0.13 0.0
1 1.23 1.23 0.41
1 0.56 1.67 3.56
1 2.08 2.16 4.33
2 0.37 0.48 1.56
2 0.0 0.0 0.0
2 5.18 1.21 0.0
2 1.55 0.83 1.81
2 0.0 0.67 0.0
2 0.98 1.13 0.31
2 1.3 1.06 1.41
2 1.44 6.7 4.08
2 5.15 5.72 6.17
2 0.0 0.0 0.0
2 -1.0 -1.0 -1.0
2 -1.0 -1.0 -1.0
2 1.23 1.29 0.83
2 4.96 0.0 0.0
2 0.0 0.0 0.11
2 0.69 0.24 0.0
2 8.17 8.74 8.31
2 1.11 1.79 3.11
2 0.45 1.54 2.01
2 4.88 2.54 2.15
2 0.72 1.21 1.26
2 1.25 1.47 1.09
2 0.08 0.08 0.0
2 1.52 2.45 2.7
2 6.33 6.31 6.49
3 0.38 0.36 1.54
3 0.27 1.46 2.11
3 5.13 1.26 0.46
3 1.09 0.89 1.24
3 9.07 11.34 10.6
3 5.85 1.3 0.6
3 1.4 0.84 1.32
3 1.01 7.04 4.08
3 3.12 4.62 5.01
3 3.24 4.73 4.15
3 0.19 1.71 0.0
3 0.0 0.03 0.0
3 5.35 6.08 5.47
3 11.13 6.88 7.02
3 0.9 1.38 0.0
3 4.65 4.69 4.48
3 8.66 10.01 9.41
3 0.78 2.57 3.88
3 1.06 3.25 3.81
3 3.96 2.21 2.17
3 1.12 1.82 2.16
3 1.86 2.27 2.2
3 0.0 0.0 0.36
3 2.75 3.91 4.09
3 4.13 4.63 3.65
